gloss,normalized_gloss,video_id,split,signer_id,frame_start,frame_end,fps,video_path,usable,reason,url
drink,DRINK,17711,train,52,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\17711.mp4,1,,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink%20(correct)-0UzEF7ru0sQ.mp4
drink,DRINK,17712,train,6,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\17712.mp4,1,,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4
drink,DRINK,17713,test,21,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\17713.mp4,1,,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4
drink,DRINK,17714,train,20,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/d/drink2.mp4
drink,DRINK,17715,train,14,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/d/drink-alcohol.mp4
drink,DRINK,17716,test,20,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/d/drink-british.mp4
drink,DRINK,17717,train,14,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/d/drink.mp4
drink,DRINK,17718,test,20,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/d/drink-mug.mp4
drink,DRINK,17709,train,2,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\17709.mp4,1,,https://media.spreadthesign.com/video/mp4/13/153289.mp4
drink,DRINK,67594,train,109,1,-1,25,,0,missing_video_file,https://youtu.be/yawcLQIhQiE
drink,DRINK,17719,train,14,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/d/drink-plu.mp4
drink,DRINK,17720,train,11,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/14/14885.mp4
drink,DRINK,17721,train,10,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/23/23388.mp4
drink,DRINK,17722,train,10,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/23/23388.mp4
drink,DRINK,17723,train,10,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/23/23389.mp4
drink,DRINK,17724,val,11,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/7/7796.mp4
help,HELP,27194,test,9,1387,1433,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\27194.mp4,1,,https://www.youtube.com/watch?v=SiBub8VD5wo
help,HELP,69364,val,115,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\69364.mp4,1,,http://aslbricks.org/New/ASL-Videos/help.mp4
help,HELP,27219,val,65,1,-1,25,,0,missing_video_file,https://www.youtube.com/watch?v=RStYX5OXPjE
help,HELP,27220,val,30,1,-1,25,,0,missing_video_file,http://www.aslpro.com/main/h/help.swf
help,HELP,27221,train,12,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\27221.mp4,1,,http://www.aslsearch.com/signs/videos/help.mp4
help,HELP,27206,train,36,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\27206.mp4,1,,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/help.mp4
help,HELP,27207,train,4,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\27207.mp4,1,,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Stamp%2C%20Help-2bSAr25HPXY.mp4
help,HELP,27208,train,21,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\27208.mp4,1,,https://media.asldeafined.com/vocabulary/1468580671.3652.mp4
help,HELP,27209,test,17,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\27209.mp4,1,,https://media.asldeafined.com/vocabulary/1471136062.8464.mp4
help,HELP,27210,train,14,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/h/help2.mp4
help,HELP,27211,train,20,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/h/help-me.mp4
help,HELP,27212,train,20,2,-1,25,,0,missing_video_file,https://www.handspeak.com/word/h/help.mp4
help,HELP,65890,train,90,1,-1,25,,0,missing_video_file,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2562.mp4
help,HELP,27213,test,10,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/23/23431.mp4
help,HELP,27214,train,11,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/5/5871.mp4
help,HELP,65891,val,90,1,-1,25,,0,missing_video_file,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2563.mp4
help,HELP,65889,train,90,1,-1,25,,0,missing_video_file,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-483.mp4
help,HELP,67757,train,109,1,-1,25,,0,missing_video_file,https://youtu.be/OWXmFhatan8
help,HELP,27215,train,11,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/6/6389.mp4
help,HELP,27216,train,11,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/9/9918.mp4
help,HELP,27217,train,11,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/9/9936.mp4
help,HELP,27218,train,65,1,-1,25,,0,missing_video_file,https://www.youtube.com/watch?v=l31UXgChCS4
no,NO,38482,test,9,1318,1397,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\38482.mp4,1,,https://www.youtube.com/watch?v=1_jXxjd0lKE
no,NO,69411,val,118,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\69411.mp4,1,,http://aslbricks.org/New/ASL-Videos/no.mp4
no,NO,68110,val,109,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\68110.mp4,1,,https://www.youtube.com/watch?v=BqmquW0f1ok
no,NO,68406,val,112,1,54,25,,0,missing_video_file,https://www.youtube.com/watch?v=Dd95RFhtSs4
no,NO,38539,train,47,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\38539.mp4,1,,https://www.youtube.com/watch?v=nyUDOPmQlZQ
no,NO,38540,train,5,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\38540.mp4,1,,https://www.youtube.com/watch?v=pkzfT9cYvH0
no,NO,38541,train,5,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\38541.mp4,1,,https://www.youtube.com/watch?v=QJXKaOSyl4o
no,NO,38542,train,25,1,-1,25,,0,missing_video_file,http://www.aslpro.com/main/n/no.swf
no,NO,38525,test,36,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\38525.mp4,1,,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/no.mp4
no,NO,38544,train,41,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\38544.mp4,1,,http://www.aslsearch.com/signs/videos/no.mp4
no,NO,38527,train,3,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\38527.mp4,1,,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20No-hwa_U71nr74.mp4
no,NO,38529,train,13,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\38529.mp4,1,,https://media.asldeafined.com/vocabulary/1468719269.5533.mp4
no,NO,38530,train,15,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\38530.mp4,1,,https://media.asldeafined.com/vocabulary/1522767129.7038.mp4
no,NO,38531,test,20,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/n/no.mp4
no,NO,38532,train,10,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/23/23547.mp4
no,NO,38533,val,10,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/23/23949.mp4
no,NO,66183,train,102,1,-1,25,,0,missing_video_file,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/NO/NO-512.mp4
no,NO,38524,train,56,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\38524.mp4,1,,https://media.spreadthesign.com/video/mp4/13/48823.mp4
no,NO,67934,train,109,1,-1,25,,0,missing_video_file,https://youtu.be/jGsh6zd3eUQ
no,NO,38534,train,11,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/6/6400.mp4
no,NO,38536,train,51,1,-1,25,,0,missing_video_file,https://www.youtube.com/watch?v=lgNwgl10VSg
no,NO,38538,train,5,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\38538.mp4,1,,https://www.youtube.com/watch?v=mskmnqYYsGw
yes,YES,64275,test,9,105,174,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\64275.mp4,1,,https://www.youtube.com/watch?v=BRO-oYGV224
yes,YES,69546,val,118,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\69546.mp4,1,,http://aslbricks.org/New/ASL-Videos/yes.mp4
yes,YES,64287,val,13,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\64287.mp4,1,,https://media.asldeafined.com/vocabulary/1468774983.6377.mp4
yes,YES,68192,val,109,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\68192.mp4,1,,https://www.youtube.com/watch?v=-on_5PoBEak
yes,YES,64290,train,14,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/y/yes.mp4
yes,YES,64284,train,3,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\64284.mp4,1,,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-Kg0VRsnehgQ.mp4
yes,YES,64291,train,10,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/23/23544.mp4
yes,YES,64292,train,10,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/23/23545.mp4
yes,YES,64293,test,10,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/23/23546.mp4
yes,YES,64294,train,5,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\64294.mp4,1,,https://www.youtube.com/watch?v=0usayvOXzHo
yes,YES,64295,train,5,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\64295.mp4,1,,https://www.youtube.com/watch?v=3J2KaRL9i_Q
yes,YES,64296,train,47,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\64296.mp4,1,,https://www.youtube.com/watch?v=gpNDuOwyW7Q
yes,YES,66820,train,88,1,-1,25,,0,missing_video_file,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YES-1472.mp4
yes,YES,64297,test,5,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\64297.mp4,1,,https://www.youtube.com/watch?v=JLNxO35tB-U
yes,YES,64280,train,28,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\64280.mp4,1,,https://media.spreadthesign.com/video/mp4/13/485639.mp4
yes,YES,64298,val,51,1,-1,25,,0,missing_video_file,https://www.youtube.com/watch?v=wc2A8AZepy4
yes,YES,64299,train,30,1,-1,25,,0,missing_video_file,http://www.aslpro.com/main/y/yes.swf
yes,YES,64300,train,41,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\64300.mp4,1,,http://www.aslsearch.com/signs/videos/yes.mp4
yes,YES,64281,train,36,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\64281.mp4,1,,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/yes.mp4
yes,YES,64288,train,15,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\64288.mp4,1,,https://media.asldeafined.com/vocabulary/1522767427.6654.mp4
yes,YES,64289,train,14,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/y/yes-fs.mp4
yes,YES,64283,train,4,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\64283.mp4,1,,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-IIWhF2S6saQ.mp4
eat,EAT,18316,test,9,672,728,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\18316.mp4,1,,https://www.youtube.com/watch?v=2oaCeSdHG-A
eat,EAT,69307,val,118,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\69307.mp4,1,,http://aslbricks.org/New/ASL-Videos/eat.mp4
eat,EAT,68520,train,113,1,65,25,,0,missing_video_file,https://www.youtube.com/watch?v=HAqSIA2GG3g
eat,EAT,68044,train,109,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\68044.mp4,1,,https://www.youtube.com/watch?v=lsjFBdE3X7M
eat,EAT,69086,train,115,1,59,25,,0,missing_video_file,https://www.youtube.com/watch?v=zOzgRJ3bAdI
eat,EAT,18326,test,20,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/e/eat-iclpop.mp4
eat,EAT,18328,train,20,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/e/eat.mp4
eat,EAT,18329,train,11,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/14/14883.mp4
eat,EAT,18331,train,64,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\18331.mp4,1,,https://www.youtube.com/watch?v=9AYysHe14jg
eat,EAT,18332,train,5,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\18332.mp4,1,,https://www.youtube.com/watch?v=OmylSinUxns
eat,EAT,65601,train,90,1,-1,25,,0,missing_video_file,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/EA/EAT-399.mp4
eat,EAT,18323,val,0,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\18323.mp4,1,,https://media.spreadthesign.com/video/mp4/13/74980.mp4
eat,EAT,67610,train,109,1,-1,25,,0,missing_video_file,https://youtu.be/FSxHpeiCuBc
eat,EAT,67611,val,109,1,-1,25,,0,missing_video_file,https://youtu.be/QkTP_AyKk_k
eat,EAT,18333,train,80,1,-1,25,,0,missing_video_file,https://www.youtube.com/watch?v=rbnYbQyFvK4
eat,EAT,18334,train,16,1,-1,25,,0,missing_video_file,http://www.aslpro.com/main/e/eat.swf
eat,EAT,18335,train,12,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\18335.mp4,1,,http://www.aslsearch.com/signs/videos/eat.mp4
eat,EAT,18324,train,36,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\18324.mp4,1,,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/eat.mp4
eat,EAT,18325,train,21,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\18325.mp4,1,,https://media.asldeafined.com/vocabulary/1468347821.5825.mp4
bad,BAD,04694,test,9,347,393,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\04694.mp4,1,,https://www.youtube.com/watch?v=pDqITge_TGs
bad,BAD,69219,test,118,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\69219.mp4,1,,http://aslbricks.org/New/ASL-Videos/bad.mp4
bad,BAD,04709,train,36,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\04709.mp4,1,,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/bad.mp4
bad,BAD,04712,train,4,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\04712.mp4,1,,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bad-2099RpCyLwU.mp4
bad,BAD,04713,train,52,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\04713.mp4,1,,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20bad5.mp4
bad,BAD,04715,val,13,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\04715.mp4,1,,https://media.asldeafined.com/vocabulary/1466648215.3053.mp4
bad,BAD,04716,train,20,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/b/bad.mp4
bad,BAD,04717,val,11,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/6/6529.mp4
bad,BAD,65125,train,88,1,-1,25,,0,missing_video_file,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BAD-29.mp4
bad,BAD,04708,train,2,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\04708.mp4,1,,https://media.spreadthesign.com/video/mp4/13/123148.mp4
bad,BAD,67381,train,109,1,-1,25,,0,missing_video_file,https://youtu.be/-kgTBeOw95A
bad,BAD,04718,train,11,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/6/6944.mp4
bad,BAD,04720,val,5,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\04720.mp4,1,,https://www.youtube.com/watch?v=BUhCGlNOqRA
bad,BAD,04721,train,5,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\04721.mp4,1,,https://www.youtube.com/watch?v=prwtXZ1o2As
bad,BAD,04722,train,16,1,-1,25,,0,missing_video_file,http://www.aslpro.com/main/b/bad.swf
bad,BAD,04723,train,12,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\04723.mp4,1,,http://www.aslsearch.com/signs/videos/bad.mp4
good,GOOD,25037,train,9,1194,1236,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\25037.mp4,1,,https://www.youtube.com/watch?v=YdHKN_wHZqo
good,GOOD,69347,train,118,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\69347.mp4,1,,http://aslbricks.org/New/ASL-Videos/good.mp4
good,GOOD,70259,train,121,5256,5351,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\70259.mp4,1,,https://www.youtube.com/watch?v=WprUBqi3iBc
good,GOOD,25072,test,11,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/14/14369.mp4
good,GOOD,25073,train,11,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/6/6519.mp4
good,GOOD,25074,val,5,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\25074.mp4,1,,https://www.youtube.com/watch?v=tTDXplV6TKA
good,GOOD,25075,train,16,1,-1,25,,0,missing_video_file,http://www.aslpro.com/main/g/good.swf
good,GOOD,65835,val,94,1,-1,25,,0,missing_video_file,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GO/GOOD-472.mp4
good,GOOD,25066,train,8,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\25066.mp4,1,,https://media.spreadthesign.com/video/mp4/13/456461.mp4
good,GOOD,67723,val,109,1,-1,25,,0,missing_video_file,https://youtu.be/nTaaoVc75-k
good,GOOD,25076,train,41,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\25076.mp4,1,,http://www.aslsearch.com/signs/videos/good.mp4
good,GOOD,25067,train,36,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\25067.mp4,1,,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/good.mp4
good,GOOD,25068,train,52,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\25068.mp4,1,,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20good2-teA9no8RAog.mp4
good,GOOD,25069,train,4,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\25069.mp4,1,,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Good-kA-FPrCV88o.mp4
good,GOOD,25070,test,21,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\25070.mp4,1,,https://media.asldeafined.com/vocabulary/1468549579.7523.mp4
good,GOOD,25071,train,20,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/g/good.mp4
please,PLEASE,43213,val,9,2950,3009,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\43213.mp4,1,,https://www.youtube.com/watch?v=zHd4YEFzpwE
please,PLEASE,69434,train,115,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\69434.mp4,1,,http://aslbricks.org/New/ASL-Videos/please.mp4
please,PLEASE,70220,train,121,3666,3698,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\70220.mp4,1,,https://www.youtube.com/watch?v=hjS0dQDgbjo
please,PLEASE,68670,val,115,1,72,25,,0,missing_video_file,https://www.youtube.com/watch?v=LTVv46_N764
please,PLEASE,43225,train,30,1,-1,25,,0,missing_video_file,http://www.aslpro.com/main/p/please.swf
please,PLEASE,43226,train,12,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\43226.mp4,1,,http://www.aslsearch.com/signs/videos/please.mp4
please,PLEASE,43217,train,36,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\43217.mp4,1,,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/please.mp4
please,PLEASE,67083,train,109,1,-1,25,,0,missing_video_file,https://youtu.be/RHeFBNVYii4
please,PLEASE,43218,train,3,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\43218.mp4,1,,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Please-eyu0V3s1-XA.mp4
please,PLEASE,43219,test,13,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\43219.mp4,1,,https://media.asldeafined.com/vocabulary/1468754067.6864.mp4
please,PLEASE,43220,val,15,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\43220.mp4,1,,https://media.asldeafined.com/vocabulary/1522767174.1064.mp4
please,PLEASE,43221,test,14,1,-1,25,,0,missing_video_file,https://www.handspeak.com/word/p/please.mp4
please,PLEASE,43222,train,11,1,-1,25,,0,missing_video_file,https://www.signingsavvy.com/signs/mp4/6/6966.mp4
please,PLEASE,43223,train,51,1,-1,25,,0,missing_video_file,https://www.youtube.com/watch?v=QyqHzUY36cw
please,PLEASE,43224,train,5,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\43224.mp4,1,,https://www.youtube.com/watch?v=rnb9FxPO7is
thank you,THANK YOU,57653,train,9,1425,1471,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\57653.mp4,1,,https://www.youtube.com/watch?v=x6CehcknaH8
thank you,THANK YOU,69502,train,115,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\69502.mp4,1,,http://aslbricks.org/New/ASL-Videos/thank%20you.mp4
thank you,THANK YOU,68796,train,115,1,39,25,,0,missing_video_file,https://www.youtube.com/watch?v=pj0YH_l8TNM
thank you,THANK YOU,57663,val,82,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\57663.mp4,1,,https://www.youtube.com/watch?v=7XHOmZYiBew
thank you,THANK YOU,57664,train,51,1,-1,25,,0,missing_video_file,https://www.youtube.com/watch?v=lJXvGI7r_Fc
thank you,THANK YOU,66598,train,98,1,-1,25,,0,missing_video_file,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THANK-YOU-1198.mp4
thank you,THANK YOU,57655,train,46,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\57655.mp4,1,,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20ThankYou-OGQTouYS3zM.mp4
thank you,THANK YOU,57665,train,51,1,-1,25,,0,missing_video_file,https://www.youtube.com/watch?v=sH87G_Bz_nA
thank you,THANK YOU,57666,train,51,1,-1,25,,0,missing_video_file,https://www.youtube.com/watch?v=t8Hr0IHghrQ
thank you,THANK YOU,57667,test,12,1,-1,25,C:\SAYSAI\01_raw_data\wlasl_10\start_kit\videos\57667.mp4,1,,http://www.aslsearch.com/signs/videos/thank.mp4
